Akaka (D-HI)	Alexander (R-TN)	Allard (R-CO)	Allen (R-VA)	Baucus (D-MT)	Bayh (D-IN)	Bennett (R-UT)	Biden (D-DE)	Bingaman (D-NM)	Bond (R-MO)	Boxer (D-CA)	Breaux (D-LA)	Brownback (R-KS)	Bunning (R-KY)	Burns (R-MT)	Byrd (D-WV)	Campbell (R-CO)	Cantwell (D-WA)	Carper (D-DE)	Chafee (R-RI)	Chambliss (R-GA)	Clinton (D-NY)	Cochran (R-MS)	Coleman (R-MN)	Collins (R-ME)	Conrad (D-ND)	Cornyn (R-TX)	Corzine (D-NJ)	Craig (R-ID)	Crapo (R-ID)	Daschle (D-SD)	Dayton (D-MN)	DeWine (R-OH)	Dodd (D-CT)	Dole (R-NC)	Domenici (R-NM)	Dorgan (D-ND)	Durbin (D-IL)	Edwards (D-NC)	Ensign (R-NV)	Enzi (R-WY)	Feingold (D-WI)	Feinstein (D-CA)	Fitzgerald (R-IL)	Frist (R-TN)	Graham (D-FL)	Graham (R-SC)	Grassley (R-IA)	Gregg (R-NH)	Hagel (R-NE)	Harkin (D-IA)	Hatch (R-UT)	Hollings (D-SC)	Hutchison (R-TX)	Inhofe (R-OK)	Inouye (D-HI)	Jeffords (I-VT)	Johnson (D-SD)	Kennedy (D-MA)	Kerry (D-MA)	Kohl (D-WI)	Kyl (R-AZ)	Landrieu (D-LA)	Lautenberg (D-NJ)	Leahy (D-VT)	Levin (D-MI)	Lieberman (D-CT)	Lincoln (D-AR)	Lott (R-MS)	Lugar (R-IN)	McCain (R-AZ)	McConnell (R-KY)	Mikulski (D-MD)	Miller (D-GA)	Murkowski (R-AK)	Murray (D-WA)	Nelson (D-FL)	Nelson (D-NE)	Nickles (R-OK)	Pryor (D-AR)	Reed (D-RI)	Reid (D-NV)	Roberts (R-KS)	Rockefeller (D-WV)	Santorum (R-PA)	Sarbanes (D-MD)	Schumer (D-NY)	Sessions (R-AL)	Shelby (R-AL)	Smith (R-OR)	Snowe (R-ME)	Specter (R-PA)	Stabenow (D-MI)	Stevens (R-AK)	Sununu (R-NH)	Talent (R-MO)	Thomas (R-WY)	Voinovich (R-OH)	Warner (R-VA)	Wyden (D-OR)	outcome	congress	session	date	type	question	prop	out
-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	-1 0 1	0 1	d	d	d	d	d	d	d
																																																																																																				class							
1	0	0	0	0	1	0	1	1	0	1	0	0	0	0	1	0	1	1	1	0	1	0	0	0	1	0	1	0	0	1	1	0	-1	0	0	1	1	-1	0	0	1	1	0	0	-1	0	0	0	0	1	0	1	0	0	1	1	1	1	-1	1	0	1	1	1	1	-1	1	0	0	0	0	1	0	1	1	1	0	0	1	1	1	0	1	0	1	1	0	0	0	1	1	1	0	0	0	0	0	0	1	0	108	108-1	September 23, 2003, 06:02 PM	 (Reid Amdt. No. 1731 )	To prohibit the use of funds for initiating any new competitive sourcing studies.	1/2	Amendment Rejected	
1	0	0	0	1	1	0	1	1	0	1	1	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	1	0	0	1	1	0	-1	0	0	1	1	-1	0	0	1	1	0	0	-1	0	0	0	0	1	0	1	0	0	0	1	1	1	-1	1	0	1	1	1	1	-1	1	0	0	1	0	1	0	0	1	1	1	0	1	1	1	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	108	108-1	September 23, 2003, 06:50 PM	 (Daschle Amdt. No. 1739, As Modified )	To strike funding for implementation of the Department of the Interior's reorganization plan for the Bureau of Indian Affairs and the Office of Special Trustee and to transfer the savings to the Indian Health Service.	1/2	Amendment Rejected	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	-1	1	1	1	1	1	1	-1	1	1	-1	1	1	1	1	1	-1	1	1	1	1	-1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	-1	1	1	1	1	1	1	108	108-1	September 24, 2003, 05:30 PM	 (Confirmation Larry Alan Burns Of California To Be U.S. District Judge )	Larry Alan Burns, of California, to be United States District Judge for the Southern District of California.	1/2	Nomination Confirmed	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	-1	1	1	-1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	108	108-1	September 25, 2003, 01:16 PM	 (H.R. 2658 Conference Report )	A bill making appropriations for the Department of Defense for the fiscal year ending September 30, 2004, and for other purposes.	1/2	Bill Passed	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	-1	1	1	-1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	108	108-1	September 25, 2003, 05:59 PM	 (H.R. 3161 )	A bill to ratify the authority of the Federal Trade Commission to establish a do-not-call registry.	1/2	Bill Passed	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	-1	1	1	-1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	108	108-1	September 25, 2003, 05:54 PM	 (Confirmation Dana Makoto Sabraw, of California, To Be U.S. District Judge )	Dana Makoto Sabraw, of California, to be United States District Judge for the Southern District of California.	1/2	Nomination Confirmed	
1	1	1	1	1	1	1	1	1	-1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	-1	1	1	-1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	108	108-1	September 25, 2003, 06:39 PM	 (Confirmation Michael W. Mosman, Of Oregon, To Be U.S. District Judge )	Michael W. Mosman, of Oregon, to be United States District Judge for the District of Oregon.	1/2	Nomination Confirmed	
1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	-1	-1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	-1	1	1	-1	1	1	1	-1	1	1	-1	-1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	108	108-1	September 29, 2003, 05:31 PM	 (Confirmation Carlos T.Bea, Of California To Be U.S. Circuit Judge For The Ninth Circuit. )	Carlos T. Bea, of California, to be United States Circuit Judge for the Ninth Circuit.	1/2	Nomination Confirmed	
1	-1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	-1	-1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	-1	1	1	-1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	108	108-1	September 30, 2003, 09:23 AM	 (Confirmation Marcia Crone Of Texas To Be U.S. District Judge )	Marcia A. Crone, of Texas, to be United States District Judge for the Eastern District of Texas.	1/2	Nomination Confirmed	
1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	-1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	-1	1	1	-1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	108	108-1	September 30, 2003, 09:55 AM	 (Confirmation Ronald A. White , Of Oklahoma, To Be U.S District Judge )	Ronald A. White, of Oklahoma, to be United States District Judge for the Eastern District of Oklahoma.	1/2	Nomination Confirmed	
1	0	0	0	1	0	0	0	1	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	1	1	0	0	1	1	0	0	-1	0	0	0	0	1	0	1	0	0	1	1	1	1	-1	1	0	0	1	1	1	-1	1	0	0	0	0	1	0	0	1	1	0	0	1	1	1	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	108	108-1	October 1, 2003, 04:27 PM	 (Byrd Amdt. No. 1794 )	To strike $15.2 billion of the $20.3 billion in Iraq Relief and Reconstruction Funds, leaving $5.1 billion for training and equipping the Iraqi Defense Corps and Iraqi national security force and for other public safety and justice purposes.	1/2	Amendment Rejected	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	108	108-1	October 2, 2003, 11:03 AM	 (McConnell AMDT. No. 1795 As Modified )	To commend the Armed Forces of the United States in the War on Terrorism.	1/2	Amendment Agreed to	
0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	0	1	0	0	0	1	0	1	1	1	0	1	0	1	1	0	0	1	0	1	1	0	0	0	1	1	0	0	1	1	-1	1	1	1	1	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	0	1	1	0	0	1	1	1	0	0	1	0	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	108	108-1	October 2, 2003, 03:45 PM	 (Motion to Table Biden Amdt. No. 1796 )	To provide funds for the security and stabilization of Iraq by suspending a portion of the reductions in the highest income tax rate for individual taxpayers.	1/2	Motion to Table Agreed to	
0	1	1	1	0	0	1	0	0	1	0	0	1	1	1	0	1	0	0	1	1	0	1	1	1	0	1	0	1	1	0	1	1	0	1	1	0	0	0	1	1	0	0	1	1	-1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	1	1	0	0	0	-1	0	1	1	1	1	0	1	1	0	0	1	1	0	0	0	1	0	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	108	108-1	October 2, 2003, 06:04 PM	 (Motion To Table Leahy AMDT. No. 1803 )	To place the Coalition Provisional Authority in Iraq under the direct authority and foreign policy guidance of the Secretary of State.	1/2	Motion to Table Agreed to	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	108	108-1	October 2, 2003, 06:45 PM	 (Confirmation William Q. Hayes, of California, To Be U.S. District Judge )	William Q. Hayes, of California, to be United States District Judge for the Southern District of California.	1/2	Nomination Confirmed	
0	1	1	1	0	0	1	0	0	1	0	0	1	1	1	0	-1	0	-1	1	1	0	1	1	1	0	1	0	1	1	0	0	1	0	1	-1	0	0	-1	1	1	0	0	1	1	-1	1	1	1	1	0	1	-1	1	1	-1	1	-1	0	-1	0	1	0	0	0	0	-1	0	-1	1	1	1	0	1	1	0	0	1	1	-1	0	0	1	0	-1	0	0	1	-1	1	1	1	0	1	1	1	1	1	1	0	1	108	108-1	October 2, 2003, 07:36 PM	 (Motion To Table Dodd Amdt. No. 1817 )	To provide an additional $322,000,000 for safety equipment for United States forces in Iraq and to reduce the amount provided for reconstruction in Iraq by $322,000,000.	1/2	Motion to Table Agreed to	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	-1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	108	108-1	October 14, 2003, 02:32 PM	 (S. 1053 as amended )	A bill to prohibit discrimination on the basis of genetic information with respect to health insurance and employment.	1/2	Bill Passed	
1	0	0	0	1	1	0	1	1	0	1	1	0	0	0	1	0	1	1	1	0	1	0	0	0	1	0	1	0	0	1	-1	0	1	0	0	1	1	-1	0	0	1	1	0	0	1	0	0	1	0	1	0	1	0	0	1	1	1	1	-1	1	0	1	1	1	1	-1	1	0	1	0	0	1	-1	0	1	1	1	0	1	1	1	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	108	108-1	October 14, 2003, 03:16 PM	 (Bingaman Amdt. NO. 1830 DIV I )	To authorize the award of the Iraqi Liberation Medal as a campaign medal for members of the Armed Forces who serve in Southwest Asia in connection with Operation Iraqi Freedom.	1/2	Amendment Rejected	
0	1	1	1	0	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0	-1	1	0	1	1	0	0	-1	1	1	0	0	1	1	0	1	1	1	1	0	1	0	1	1	0	0	0	0	-1	-1	1	0	0	0	0	-1	0	1	1	1	1	0	-1	1	1	0	1	1	1	0	0	1	0	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	108	108-1	October 14, 2003, 04:14 PM	 (Motion To Table Stabenow AMDT. No. 1823 )	To provide emergency relief for veterans healthcare, school construction, healthcare and transportation needs in the United States, and to create 95,000 new jobs.	1/2	Motion to Table Agreed to	
0	1	1	1	0	0	1	1	0	1	0	0	1	1	1	0	0	1	1	1	1	0	1	1	1	0	1	0	1	1	0	1	1	1	1	1	0	0	-1	1	1	1	0	1	1	0	1	1	1	1	0	1	0	1	1	0	0	0	0	-1	-1	1	0	0	0	0	-1	0	1	1	1	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	108	108-1	October 14, 2003, 06:30 PM	 (Motion To Table Dorgan AMDT. NO. 1826 )	To require that Iraqi oil revenues be used to pay for reconstruction in Iraq.	1/2	Motion to Table Agreed to	
1	0	0	0	1	1	0	1	1	0	1	1	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	1	0	0	1	1	0	1	0	0	1	1	-1	0	0	0	1	-1	0	1	0	1	0	0	1	0	1	1	0	1	1	1	1	-1	1	0	1	1	1	1	-1	1	0	0	0	0	1	0	0	1	1	1	0	1	1	1	0	1	0	1	1	0	0	1	1	0	1	0	0	0	0	0	0	1	0	108	108-1	October 15, 2003, 10:44 AM	 (Motion To Waive CBA Corzine Amdt. No. 1811 )	To amend title 10, United States Code, to reduce the age for receipt of military retired pay for nonregular service from 60 to 55.	3/5	Motion Rejected	
0	1	1	1	0	0	1	0	0	1	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	0	1	0	1	1	0	0	0	0	1	1	0	0	-1	1	1	1	1	1	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0	-1	0	1	0	0	0	0	-1	0	1	1	1	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1	1	1	0	1	0	0	1	0	1	0	1	0	0	108	108-1	October 15, 2003, 11:33 AM	 (Motion To Table Reed Amdt. No. 1834 )	To increase the end strength of the Army and to structure the additional forces for constabulary duty.	1/2	Motion to Table Failed	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	108	108-1	October 15, 2003, 04:45 PM	 (Byrd Amdt. No. 1846 )	To modify the report requirements with respect to the Coalition Provisional Authority.	1/2	Amendment Agreed to	
1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	108	108-1	October 15, 2003, 06:03 PM	 (Graham (SC) Amdt. No. 1806 As Modified )	To express the sense of Congress that the removal of the Government of Saddam Hussein has enhanced the security of Israel and other United States allies.	1/2	Amendment Agreed to	
0	1	1	1	0	1	1	0	0	1	0	1	1	1	1	0	1	0	0	1	1	0	1	1	1	0	1	0	1	1	0	1	1	0	1	1	0	0	0	1	1	0	0	1	1	0	1	1	1	1	0	1	0	1	1	0	0	0	0	0	0	1	1	0	0	0	-1	0	1	1	1	1	0	1	1	0	0	1	1	0	0	0	1	0	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	108	108-1	October 16, 2003, 03:04 PM	 (Motion To Table Byrd Amdt. No. 1818 )	To impose a limitation on the use of sums appropriated for the Iraq Relief and Reconstruction Fund.	1/2	Motion to Table Agreed to	
0	1	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	0	1	1	1	1	1	0	1	1	0	0	1	0	1	1	1	0	0	1	1	0	0	1	1	1	1	1	1	1	0	1	0	1	1	0	1	0	0	0	0	1	1	0	0	0	-1	1	1	1	1	1	0	1	1	0	1	1	1	0	0	0	1	0	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	108	108-1	October 16, 2003, 03:39 PM	 (Motion To Table Lautenberg Amdt. No. 1868 )	To prohibit the use of funds for any contract or other financial agreement or arrangement with any entity that pays compensation in the form of deferred salary to certain United States Government officials.	1/2	Motion to Table Agreed to	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	108	108-1	October 16, 2003, 05:31 PM	 (McConnell Amdt. No. 1874 )	To express the Sense of the Senate that the Global War on Terrorism medal should be awarded expeditiously to members of the Armed Forces serving in Operation Iraqi Freedom, Operation Enduring Freedom, and Operation Noble Eagle.	1/2	Amendment Agreed to	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	108	108-1	October 16, 2003, 09:33 PM	 (Nickles Amdt. No. 1876 )	To express the sense of the Senate that all countries that hold debt from the former Iraqi regime of Saddam Hussein should be urged to forgive their debt.	1/2	Amendment Agreed to	
1	0	0	0	1	1	0	0	1	0	1	1	1	0	0	-1	1	0	1	0	1	1	0	0	1	1	0	1	0	0	1	1	0	1	0	0	1	1	1	1	0	1	1	0	0	1	1	0	0	0	1	0	1	0	0	0	1	1	1	1	1	0	1	1	1	1	-1	1	0	0	0	0	1	0	1	1	1	1	0	1	1	1	0	1	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	1	1	108	108-1	October 16, 2003, 10:02 PM	 (Bayh Amdt. No. 1871 )	To require that funds for reconstruction in Iraq be used for certain purposes.	1/2	Amendment Agreed to	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	108	108-1	October 17, 2003, 09:08 AM	 (Durbin Amdt. No. 1837 )	To ensure that a Federal employee who takes leave without pay in order to perform certain service as a member of the uniformed services or member of the National Guard shall continue to receive pay in an amount which, when taken together with the pay and allowances such individual is receiving for such service, will be no less than the basic pay such individual would then be receiving if no interruption in employment had occurred.	1/2	Amendment Agreed to	
0	1	1	1	0	0	1	0	1	1	0	1	1	1	1	0	1	0	0	1	1	0	1	1	1	0	1	0	1	1	0	0	1	0	1	1	0	0	0	1	1	0	0	1	1	0	1	1	1	1	0	1	0	1	1	0	0	0	0	0	0	1	1	0	0	0	-1	0	1	1	1	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	108	108-1	October 17, 2003, 09:44 AM	 (Motion To Table Daschle Amdt. NO. 1854 )	To achieve the most effective means of reconstructing Iraq and to reduce the future costs to the American taxpayer of such reconstruction by ensuring broad-based international cooperation for this effort.	1/2	Motion to Table Agreed to	
0	1	1	0	0	0	1	0	1	1	0	0	1	1	1	0	0	0	0	1	1	0	1	1	1	0	0	0	1	1	0	0	1	0	1	1	0	0	0	1	1	1	0	1	1	0	1	1	1	1	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	-1	0	1	1	1	1	0	1	1	0	0	1	1	0	0	0	1	0	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	108	108-1	October 17, 2003, 10:02 AM	 (Motion To Table Landrieu Amdt. No. 1859 )	To promote the establishment of an Iraq Reconstruction Finance Authority and the use of Iraqi oil revenues to pay for reconstruction in Iraq.	1/2	Motion to Table Agreed to	
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	108	108-1	October 17, 2003, 10:19 AM	 (Boxer Amdt. No. 1843 )	To make retroactive the relief of hospitalized members of the uniformed services from the obligation to pay for food or subsistence while hospitalized; and to provide an offset for the additional cost.	1/2	Amendment Agreed to	
0	1	1	1	0	0	1	1	0	1	0	1	1	1	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	1	0	0	1	0	1	1	0	0	0	1	1	0	0	1	1	0	1	1	1	1	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	-1	0	1	1	1	1	0	1	1	0	0	1	1	0	0	0	1	0	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	108	108-1	October 17, 2003, 10:38 AM	 (Motion To Table Durbin Amdt. No. 1879 )	To provide funds for the prevention, treatment, and control of, and research on HIV/AIDS.	1/2	Motion to Table Agreed to	
0	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	0	1	0	1	1	0	0	1	0	1	1	0	0	0	1	1	0	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0	0	0	0	1	1	0	0	0	0	-1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	108	108-1	October 17, 2003, 11:43 AM	 (Motion to Table Corzine Amdt. No. 1882 )	To establish a National Commission on the Development and Use of Intelligence Related to Iraq.	1/2	Motion to Table Agreed to	
0	1	1	1	0	0	1	0	0	1	0	0	1	1	1	0	1	0	0	1	1	0	1	1	1	0	1	0	1	1	0	1	1	0	1	-1	0	0	0	1	1	0	0	1	1	0	1	1	1	1	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	-1	0	0	1	1	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	108	108-1	October 17, 2003, 01:27 PM	 (Motion To Table Byrd Amdt. No. 1819 )	To prohibit the use of Iraq Relief and Reconstruction Funds for low priority activities that should not be the responsibility of U.S. taxpayers, and shift $600 million from the Iraq Relief and Reconstruction Fund to Defense Operations and Maintenance, Army, for significantly improving efforts to secure and destroy conventional weapons, such as bombs, bomb materials, small arms, rocket propelled grenades, and shoulder-launched missiles, in Iraq.	1/2	Motion to Table Agreed to	
0	-1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	-1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	0	0	1	0	1	1	1	1	1	1	1	-1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	108	108-1	October 17, 2003, 02:19 PM	 (Motion To Table Byrd Amdt. No. 1886 )	To prohibit the use of funds for the involuntary deployment overseas in support of Operation Iraqi Freedom of members of the National Guard and Reserves who have been involuntarily deployed for more than six months during the preceding six years.	1/2	Motion to Table Agreed to	
0	-1	1	1	0	0	1	0	0	1	0	0	1	1	1	0	1	0	0	1	1	0	1	1	1	0	1	0	1	1	0	0	1	0	1	-1	0	0	0	1	1	0	0	1	1	0	1	1	1	1	0	1	0	1	1	0	0	0	0	-1	0	1	0	0	0	0	-1	0	-1	1	1	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	108	108-1	October 17, 2003, 03:01 PM	 (Motion To Table Byrd Amdt. No. 1888 )	To eliminate the flexibility given to the President to reallocate all of the $20.3 billion Iraq Relief and Reconstruction Funds, without approval by Congress.	1/2	Motion to Table Agreed to	
